s_euclidean_plane | axiom | Euclidean plane ℝ²
s_dimension_shifting | theorem | Dimension shifting
s_auslanderbuchsbaumserre_theorem | theorem | Auslander-Buchsbaum-Serre theorem
t_dimension_shifting_technique | technique | Dimension shifting technique
t_resolution_comparison_technique | technique | Resolution comparison technique
t_derived_functor_computation_via_acyclic_resolutions | technique | Derived functor computation via acyclic resolutions
s_filtered_complex | axiom | Filtered complex
s_double_complex | axiom | Double complex
s_total_complex_of_a_double_complex | state | Total complex of a double complex
s_edge_homomorphism | state | Edge homomorphism
s_balancing_tor_via_double_complexes | theorem | Balancing Tor via double complexes
t_spectral_sequence_argument | technique | Spectral sequence argument
t_double_complex_filtration_technique | technique | Double complex filtration technique
s_depth_of_a_module | state | Depth of a module
s_cohenmacaulay_module | axiom | Cohen-Macaulay module
s_koszul_complex_acyclicity | theorem | Koszul complex acyclicity
s_regular_local_ring_is_ufd | theorem | Regular local ring is UFD
s_regular_local_ring_has_finite_global_dimension | theorem | Regular local ring has finite global dimension
t_koszul_complex_technique | technique | Koszul complex technique
t_long_exact_sequence_construction | technique | Long exact sequence construction
s_ordered_field | axiom | Ordered field
s_valuation_ring_of_an_absolute_value | state | Valuation ring of an absolute value
s_sturms_theorem | theorem | Sturm's theorem
s_ostrowskis_theorem | theorem | Ostrowski's theorem
s_extension_of_absolute_values | theorem | Extension of absolute values
s_dihedral_group | state | Dihedral Group D_{2n}
s_quaternion_group_q8 | state | Quaternion Group Q_8
s_klein_four_group | state | Klein Four-Group V_4
s_lattice_of_subgroups | state | Lattice of Subgroups
s_abelianization | state | Abelianization
t_classification_groups_small_order | technique | Classification of Groups of Small Order
t_holder_program | technique | Holder Program
s_chinese_remainder_theorem_rings | theorem | Chinese Remainder Theorem for Commutative Rings
s_quotient_by_prime_is_domain | theorem | Quotient by Prime Ideal is Integral Domain
s_quotient_by_maximal_is_field | theorem | Quotient by Maximal Ideal is Field
s_associate_elements | state | Associate Elements in a Ring
s_irreducible_element | state | Irreducible Element
s_prime_element | state | Prime Element in a Ring
s_polynomial_ring_over_field_is_ed | theorem | Polynomial Ring over a Field is a Euclidean Domain
s_rational_root_theorem | theorem | Rational Root Theorem
t_mod_p_irreducibility_test | technique | Mod p Irreducibility Test
s_evaluation_homomorphism | state | Evaluation Homomorphism
s_root_factor_theorem | theorem | Root-Factor Theorem
s_splitting_lemma_modules | theorem | Splitting Lemma for Modules
s_companion_matrix | state | Companion Matrix
s_jordan_block | state | Jordan Block
s_fx_module_structure_vector_space | state | F[x]-Module Structure on a Vector Space
t_galois_groups_small_degree | technique | Computing Galois Groups of Small Degree Polynomials
s_galois_closure | state | Galois Closure
s_composite_field_extension | state | Composite Field Extension (Compositum)
s_inner_product_of_class_functions | state | Inner Product of Class Functions
s_permutation_representation | state | Permutation Representation
s_symmetric_exterior_power_representations | state | Symmetric and Exterior Powers of Representations
s_frobenius_schur_indicator | state | Frobenius-Schur Indicator
t_representations_as_modules | technique | Representations as k[G]-Modules
t_character_theory_simplicity_proofs | technique | Character Theory for Simplicity Proofs
s_von_dycks_theorem | theorem | Von Dyck's theorem
s_chief_series | state | Chief series
s_chief_factors | state | Chief factors
s_indecomposable_group | axiom | Indecomposable group
s_krull_schmidt_theorem_groups | theorem | Krull-Schmidt theorem for groups
s_free_product_with_amalgamation | axiom | Free product with amalgamation
s_subnormal_subgroup | axiom | Subnormal subgroup
s_zero_divisor | axiom | Zero divisor
s_nil_ideal | axiom | Nil ideal
s_nilpotent_ideal | axiom | Nilpotent ideal
s_primitive_ring | axiom | Primitive ring
s_semiprimitive_ring | axiom | Semiprimitive ring
s_dense_ring_of_linear_transformations | state | Dense ring of linear transformations
s_group_ring | axiom | Group ring
s_semiprime_ring | axiom | Semiprime ring
s_essential_submodule | axiom | Essential submodule
s_divisible_abelian_group | axiom | Divisible abelian group
s_invariant_basis_number | state | Invariant basis number
s_comparison_theorem_resolutions | theorem | Comparison theorem for resolutions
s_torsion_module | state | Torsion module
s_cyclic_module | axiom | Cyclic module
s_progenerator | state | Progenerator
s_endomorphism_ring_module | axiom | Endomorphism ring of a module
s_maclane_separability_criterion | theorem | MacLane separability criterion
s_separating_transcendence_basis | state | Separating transcendence basis
s_separable_closure_in_extension | state | Separable closure in an extension
s_compositum_of_fields | axiom | Compositum of fields
s_artin_schreier_map | state | Artin-Schreier map
s_natural_transformation | axiom | Natural transformation
s_functor_category | axiom | Functor category
s_equalizer | axiom | Equalizer
s_coequalizer | axiom | Coequalizer
s_pullback_categorical | axiom | Pullback (categorical)
s_pushout_categorical | axiom | Pushout (categorical)
s_complete_category | axiom | Complete category
s_cocomplete_category | axiom | Cocomplete category
s_initial_object | axiom | Initial object
s_terminal_object | axiom | Terminal object
s_zero_object_category | axiom | Zero object (category)
s_cone_over_diagram | state | Cone over a diagram
s_cocone_under_diagram | state | Cocone under a diagram
s_unit_of_adjunction | state | Unit of adjunction
s_counit_of_adjunction | state | Counit of adjunction
s_additive_functor | axiom | Additive functor
s_image_in_abelian_category | state | Image in abelian category
s_triangle_identities_adjunction | theorem | Triangle identities for adjunction
s_limits_from_products_and_equalizers | theorem | Limits from products and equalizers
s_colimits_from_coproducts_and_coequalizers | theorem | Colimits from coproducts and coequalizers
s_right_adjoints_preserve_limits | theorem | Right adjoints preserve limits
s_left_adjoints_preserve_colimits | theorem | Left adjoints preserve colimits
s_characterization_equivalence_categories | theorem | Characterization of equivalence of categories
s_p_primary_component | state | p-primary component
s_matrix_equivalence | axiom | Matrix equivalence
s_matrix_similarity | axiom | Matrix similarity
s_embedded_associated_prime | state | Embedded associated prime
s_isolated_associated_prime | state | Isolated associated prime
s_minimal_primary_decomposition | state | Minimal primary decomposition
t_von_dyck_presentation_argument | technique | Von Dyck presentation argument
t_horseshoe_lemma_construction | technique | Horseshoe lemma construction
t_comparison_theorem_lifting | technique | Comparison theorem lifting
t_universal_property_argument | technique | Universal property argument
t_yoneda_argument | technique | Yoneda argument
t_adjunction_construction_universal_arrows | technique | Adjunction construction via universal arrows
t_diagram_chasing_abelian_categories | technique | Diagram chasing in abelian categories
t_cycle_decomposition_of_permutations | technique | Cycle decomposition of permutations
s_simplicity_of_alternating_group | theorem | Simplicity of A_n for n ≥ 5 ;; A_n is simple
s_ufd_polynomial_ring_theorem | theorem | R UFD implies R[x] UFD
s_fundamental_theorem_of_algebra_via_real_closed_fields | theorem | Fundamental theorem of algebra via real closed fields ;; FTA via real closed fields
s_budan_fourier_theorem | theorem | Budan–Fourier theorem
s_distributive_lattice | axiom | Distributive lattice
s_complemented_lattice | axiom | Complemented lattice
s_jordan_dedekind_chain_condition | theorem | Jordan–Dedekind chain condition
s_universal_algebra | axiom | Universal algebra (Ω-algebra) ;; Ω-algebra ;; general algebra
s_congruence_relation | axiom | Congruence relation
s_free_algebra_universal | state | Free algebra (universal algebra)
s_variety_equational_class | axiom | Variety (equational class) ;; equational class ;; variety of algebras
s_birkhoff_hsp_theorem | theorem | Birkhoff's HSP theorem ;; Birkhoff's variety theorem
s_subdirect_product | state | Subdirect product
s_birkhoff_subdirect_representation_theorem | theorem | Birkhoff's subdirect representation theorem
s_completely_reducible_module | axiom | Completely reducible module ;; semisimple module
s_composition_length | state | Composition length
s_krull_dimension_of_ring | state | Krull dimension ;; Krull dimension of a ring
s_prufer_domain | axiom | Prüfer domain ;; Prufer domain
s_prufer_domain_characterizations | theorem | Characterizations of Prüfer domains
s_homology_of_chain_complex | state | Homology of a chain complex
s_abelian_p_extensions_via_witt_vectors | theorem | Abelian p-extensions via Witt vectors
s_integrality_of_characters | theorem | Integrality of characters
t_modular_representation_theory | technique | Modular representation theory
s_division_algorithm_for_integers | theorem | Division algorithm for integers
t_euclidean_algorithm_for_integers | technique | Euclidean algorithm for integers
s_division_algorithm_for_polynomials | theorem | Division algorithm for polynomials
t_euclidean_algorithm_for_polynomials | technique | Euclidean algorithm for polynomials
s_irreducible_polynomials_over_r | theorem | Irreducible polynomials over R
s_sign_of_a_permutation | axiom | Sign of a permutation
t_row_reduction_gaussian_elimination | technique | Row reduction (Gaussian elimination)
s_matrix_algebra | axiom | Matrix algebra
s_matrix_inverse | axiom | Matrix inverse
s_one_sided_inverse_implies_two_sided | theorem | One-sided inverse implies two-sided inverse
s_vector_space | axiom | Vector space
s_subspace_of_vector_space | axiom | Subspace of a vector space
s_linear_independence | axiom | Linear independence
s_basis_extension_theorem | theorem | Basis extension theorem
s_linear_map | axiom | Linear map
s_kernel_and_image_of_linear_map | axiom | Kernel and image of a linear map
s_matrix_of_a_linear_map | axiom | Matrix of a linear map
s_quotient_vector_space | axiom | Quotient vector space V/W
s_internal_direct_sum_of_subspaces | axiom | Internal direct sum of subspaces
s_external_direct_sum_of_vector_spaces | axiom | External direct sum of vector spaces
s_dimension_formula_for_subspaces | theorem | Dimension formula for subspaces
s_multiplicativity_of_determinants | theorem | Multiplicativity of determinants
s_determinant_and_invertibility | theorem | Determinant and invertibility
s_inner_product | axiom | Inner product
s_self_adjoint_linear_map | axiom | Self-adjoint (Hermitian) linear map
s_unitary_orthogonal_linear_map | axiom | Unitary (orthogonal) linear map
s_positive_semidefinite_operator | axiom | Positive semidefinite operator
s_polar_decomposition | theorem | Polar decomposition
s_free_abelian_group | axiom | Free abelian group
s_classification_of_groups_of_order_pq | theorem | Classification of groups of order pq
s_minimal_polynomial_divides_characteristic | theorem | Minimal polynomial divides characteristic polynomial
s_diagonalizability_criterion | theorem | Diagonalizability criterion
s_projection_operator_idempotent | axiom | Projection operator (idempotent)
s_t_invariant_subspace | axiom | T-invariant subspace
s_primary_decomposition_theorem_linear_algebra | theorem | Primary decomposition theorem (linear algebra)
